station_id,n_training_batches,n_validation_batches,source,size_bin,fold,block,lat,long,nearest_other_fold_km_blocked,nearest_other_fold_km_random
Japan__305071285512050,174,82,Japan,2,4,57,34.888,137.059,82.4145908578099,3.6190890640710873
Japan__305071285512080,173,82,Japan,2,4,57,35.055,137.214,99.94598670305798,5.715830229650023
Japan__305071285512090,82,42,Japan,0,4,57,34.95,137.177,94.04238044866409,9.521138361557716
Japan__305071285520060,114,54,Japan,1,4,57,35.27,137.479,113.41018762411886,31.96548035022231
Japan__305091285506040,97,49,Japan,0,4,57,35.598,136.42,50.18405121377395,39.664890481039016
Japan__305101285514010,161,76,Japan,2,4,57,34.849,136.444,26.265950619194573,5.175215965941972
Japan__305101285514030,162,77,Japan,2,4,57,34.902,136.594,40.95822172241784,2.0097998541510993
Japan__305101285514050,150,72,Japan,1,4,57,34.882,136.484,30.702956478886144,5.175215965941972
Japan__305101285514060,164,78,Japan,2,4,57,34.92,136.596,41.7153631550272,2.0097998541510993
Japan__305111285514010,166,79,Japan,2,4,57,34.645,136.408,24.566059216531713,3.30662615183693
Japan__305111285514060,141,68,Japan,1,4,57,34.674,136.416,24.50351630113104,3.30662615183693
Japan__305111285514090,165,78,Japan,2,4,57,34.62,136.453,29.36753369513829,6.892758523222202
Japan__305121285514010,166,79,Japan,2,4,57,34.505,136.54,32.25641266445866,11.484097632722188
Japan__305121285521030,122,60,Japan,1,1,97,34.381,136.222,32.25641266445866,29.4101558105658
Japan__305131285514010,159,76,Japan,1,4,57,34.464,136.655,40.77457651638431,11.484097632722188
Japan__306021286614020,285,129,Japan,4,1,97,34.347,135.692,73.5083245336406,7.997450541686172
Japan__306021286614040,265,121,Japan,4,1,97,34.315,135.614,81.50537992893467,7.997450541686172
Japan__306021286614070,288,131,Japan,4,1,97,34.293,135.523,90.0779094897014,14.836555753374515
Japan__306021286614100,226,98,Japan,3,1,97,34.248,135.371,104.83659395488702,3.4418937370371894
Japan__306021286614200,260,119,Japan,3,1,97,34.218,135.327,109.92472982157857,2.2689566303924082
Japan__306021286614210,69,37,Japan,0,1,97,34.237,135.336,108.26871517549041,2.2689566303924082
Japan__306031286607010,358,161,Japan,4,1,97,34.598,135.769,58.70461325545987,2.2011411064155526
Japan__306031286607030,359,161,Japan,4,1,97,34.598,135.709,64.1749377126419,2.649036796805881
Japan__306031286607040,241,111,Japan,3,1,97,34.586,135.684,66.5781977612142,2.649036796805881
Japan__306031286607070,197,91,Japan,2,1,97,34.59,135.498,83.49744370156438,11.590012560682268
Japan__306031286607090,242,110,Japan,3,1,97,34.625,135.791,56.49303116142311,5.7900929619815384
Japan__306031286607100,201,92,Japan,2,1,97,34.584,135.752,60.41413283166185,2.2011411064155526
Japan__306031286607130,349,157,Japan,4,1,97,34.569,135.622,72.42990360868001,5.982789677335304
Japan__306041286603120,124,61,Japan,1,1,97,34.935,135.918,48.91788258778482,11.306152559768233
Japan__306041286603180,71,38,Japan,0,1,97,35.062,136.008,42.97604288662576,16.328767685978498
Japan__306041286603210,94,48,Japan,0,4,57,35.402,136.233,30.871615819462143,30.871615819462143
Japan__306041286606010,149,71,Japan,1,1,97,34.895,135.804,58.60931748392199,4.803781095433724
Japan__306041286606040,156,74,Japan,1,1,97,34.928,135.77,62.09951787173661,3.4660989564622886
Japan__306041286606060,146,70,Japan,1,1,97,34.896,135.718,66.43670961363777,3.675832991499058
Japan__306041286606080,330,148,Japan,4,1,97,34.868,135.67,70.653333304389,5.372524901257309
Japan__306041286606090,167,79,Japan,2,1,97,34.814,135.633,73.21628110365151,2.40625992109053
Japan__306041286606190,156,74,Japan,1,1,97,34.759,135.869,50.877611863859855,20.07464530396104
Japan__306041286606310,149,71,Japan,1,1,97,35.028,135.648,67.48179645499937,3.3368213565458413
Japan__306041286606320,149,71,Japan,1,1,97,35.012,135.679,66.43819149641634,3.3368213565458413
Japan__306041286606340,137,66,Japan,1,1,97,34.927,135.732,65.51801869517561,3.4660989564622886
Japan__306041286606370,139,67,Japan,1,1,97,34.964,135.761,63.581455611556436,4.086203295807568
Japan__306041286606440,126,58,Japan,1,1,97,34.829,135.614,75.27130043306293,2.40625992109053
Japan__306041286608010,350,157,Japan,4,1,97,34.906,135.37,95.9032708057112,4.462828219398994
Japan__306041286608020,359,161,Japan,4,1,97,34.872,135.396,95.65387148152125,4.462828219398994
Japan__306041286608060,332,149,Japan,4,1,97,34.767,135.43,90.42356173908385,2.147531072796015
Japan__306041286608070,330,149,Japan,4,1,97,34.763,135.453,88.28036387108396,2.147531072796015
Japan__306041286617010,352,158,Japan,4,1,97,34.712,136.152,24.50351630113104,6.9429569525144705
Japan__306041286617040,27,18,Japan,0,1,97,34.759,136.116,29.003239044790025,4.4360207274788985
Japan__306041286617090,299,135,Japan,4,1,97,34.774,136.161,25.82170320259578,3.114796925990532
Japan__306041286617110,256,117,Japan,3,1,97,34.802,136.162,26.265950619194573,3.114796925990532
Japan__306041286617140,357,160,Japan,4,1,97,34.619,136.082,29.966591056066356,12.162392774141226
Japan__306051286611020,221,102,Japan,3,1,97,35.063,135.008,117.47284726815514,3.746646087529695
Japan__306051286611030,240,110,Japan,3,1,97,34.964,134.972,118.92520576055918,13.545237496408966
Japan__306051286611050,239,110,Japan,3,1,97,34.837,134.921,110.54200191239688,2.8769348105464227
Japan__306051286611080,121,59,Japan,1,1,97,35.082,135.042,113.86268429610573,3.746646087529695
Japan__306051286611090,142,68,Japan,1,1,97,34.879,134.95,114.23753573497652,5.095941858294267
Japan__306051286611100,203,88,Japan,2,1,97,34.857,134.901,109.29377356996548,2.8769348105464227
Japan__306051286611110,208,93,Japan,2,1,97,34.801,134.951,112.40274859414723,4.850161080588507
Japan__306061286611020,196,91,Japan,2,1,97,35.1,134.582,92.64437645562249,8.684285541727064
Japan__306061286611030,194,90,Japan,2,1,97,34.998,134.553,85.56205514097226,8.64358217600738
Japan__306061286611040,220,102,Japan,3,1,97,34.866,134.549,78.95479019312522,1.9906540106770505
Japan__306061286611050,222,102,Japan,3,1,97,34.804,134.56,77.71030920265595,5.460770410418896
Japan__306061286611070,197,85,Japan,2,1,97,34.921,134.54,80.61213870539326,7.871759268234409
Japan__306061286611090,67,29,Japan,0,1,97,34.853,134.564,79.73341834651603,1.9906540106770505
Japan__306061286611120,104,52,Japan,1,1,97,35.208,134.62,101.62242462740649,4.004048699303741
Japan__306061286611130,77,41,Japan,0,1,97,35.172,134.619,99.45801201480246,4.004048699303741
Japan__306071286601080,214,99,Japan,3,4,57,36.102,136.208,77.90202240339202,11.207836144608493
Japan__306071286601130,256,117,Japan,3,4,57,36.008,136.163,66.73811573685761,11.207836144608493
Japan__306071286601160,254,116,Japan,3,4,57,36.021,136.289,72.87954034716942,11.581648531158912
Japan__306071286619060,115,57,Japan,1,4,57,35.972,136.63,88.17486629723385,7.894846030533218
Japan__306071286619110,331,149,Japan,4,4,57,35.938,136.553,80.48717089498786,7.894846030533218
Japan__306081286601010,221,102,Japan,3,1,97,35.448,135.897,30.871615819462143,23.710398787004042
Japan__306081286601030,258,118,Japan,3,1,97,35.493,135.781,42.17602871051027,20.87279635450173
Japan__306091286605010,354,159,Japan,4,1,97,35.301,135.266,88.41550701587332,10.319437093974495
Japan__306091286605020,299,135,Japan,4,1,97,35.311,135.171,96.83916210615712,4.210942245871549
Japan__306091286605030,349,156,Japan,4,1,97,35.306,135.125,101.04911489830229,4.210942245871549
Japan__306091286605040,193,89,Japan,2,1,97,35.343,135.111,101.94136237386405,4.305803995895829
Japan__306091286605050,141,67,Japan,1,1,97,35.382,135.155,97.74235802637686,5.8928476276541035
Japan__306091286605110,115,56,Japan,1,1,97,35.272,135.158,98.5771039887203,4.494244257139188
Japan__306091286605200,58,32,Japan,0,1,97,35.322,135.686,50.39365905475628,20.87279635450173
Japan__306101286610010,95,48,Japan,0,1,97,35.338,134.859,124.78511342507606,9.325459121544554
Japan__306101286610020,300,135,Japan,4,1,97,35.418,134.789,123.12606382125963,5.558368465940207
Japan__306101286610050,327,147,Japan,4,1,97,35.482,134.799,124.66258988085909,6.595907454451267
Japan__306101286610120,58,32,Japan,0,1,97,35.32,134.61,106.17467165743884,12.486881949870869
Japan__306101286610130,191,89,Japan,2,1,97,35.372,134.765,120.71046207662808,5.558368465940207
Japan__306101286610160,324,146,Japan,4,1,97,35.463,134.868,123.85595185179794,6.595907454451267
Japan__306101286610180,305,138,Japan,4,1,97,35.548,134.786,124.57563778133871,7.432587502394915
Japan__307011287701010,158,75,Japan,1,1,97,35.274,134.223,70.8087672544936,7.797677216413352
Japan__307011287701020,167,79,Japan,2,1,97,35.342,134.202,69.65224154271208,6.869600281664844
Japan__307011287701040,174,82,Japan,2,1,97,35.414,134.203,70.1646494009344,1.5779476075000864
Japan__307011287701050,174,82,Japan,2,1,97,35.5,134.215,72.89066937689769,8.84842375038396
Japan__307011287701080,75,39,Japan,0,1,97,35.348,134.398,87.34865187395546,15.223488250276542
Japan__307011287701090,171,81,Japan,2,1,97,35.403,134.214,71.03517615948427,1.5779476075000864
Japan__307011287701110,155,74,Japan,1,1,97,35.458,134.298,79.3476971810785,8.84842375038396
Japan__307021287702010,151,72,Japan,1,1,97,35.332,133.838,36.66652860701963,10.979366739197417
Japan__307021287702020,174,82,Japan,2,1,97,35.442,133.846,38.93495064096978,5.4124522621051625
Japan__307021287702060,171,81,Japan,2,1,97,35.409,133.898,42.70387399501723,5.9719966663127915
Japan__307021287702110,172,81,Japan,2,1,97,35.431,133.809,35.3750031339164,1.8577613744518107
Japan__307021287702120,146,70,Japan,1,1,97,35.428,133.745,29.73558727848116,5.80830063033237
Japan__307021287702130,175,82,Japan,2,1,97,35.423,133.791,33.56483721023255,1.8577613744518107
Japan__307031287703010,174,82,Japan,2,0,15,35.191,133.332,45.8137197754093,7.617233954059209
Japan__307031287703020,174,82,Japan,2,0,15,35.244,133.444,34.11885150304447,11.045646818386345
Japan__307031287703030,174,82,Japan,2,0,15,35.343,133.434,29.73558727848116,9.657045463201543
Japan__307031287703080,174,82,Japan,2,0,15,35.238,133.271,47.90806112887966,7.617233954059209
Japan__307031287703150,174,82,Japan,2,0,15,35.338,133.324,39.456849712783885,8.410553615633166
Japan__307031287703160,174,82,Japan,2,0,15,35.407,133.362,34.785288460629516,8.410553615633166
Japan__307051287707010,176,82,Japan,2,0,15,34.95,132.641,113.53427635148161,7.715722618757113
Japan__307051287707030,174,82,Japan,2,0,15,34.996,132.504,122.54903784216238,11.972533560503923
Japan__307051287707040,139,67,Japan,1,0,15,34.956,132.382,134.51698857006812,5.45124418573423
Japan__307051287707060,164,73,Japan,2,0,15,34.968,132.324,138.8790653719673,5.45124418573423
Japan__307051287711020,174,82,Japan,2,0,15,34.665,132.715,111.84365842558002,9.30553689536634
Japan__307051287711040,144,62,Japan,1,0,15,34.728,132.782,104.98153951140502,8.362842091495168
Japan__307051287711070,174,82,Japan,2,0,15,34.791,132.832,100.08268372662322,3.2391913553081477
Japan__307051287711100,174,82,Japan,2,0,15,34.888,132.679,114.00259344271045,7.715722618757113
Japan__307051287711120,174,82,Japan,2,0,15,34.802,132.883,95.41604284737033,4.8148389535244895
Japan__307051287711130,174,82,Japan,2,0,15,34.863,133.012,83.90834850486617,13.588065723923728
Japan__307051287711160,174,82,Japan,2,0,15,34.817,132.848,98.62250097628069,3.2391913553081477
Japan__307051287711170,174,82,Japan,2,0,15,34.83,132.805,102.57782119147778,4.182827269668647
Japan__307051287716010,99,50,Japan,0,0,15,34.677,132.57,124.8272679167534,13.327254525932876
Japan__307061287707010,169,80,Japan,2,0,15,34.533,131.858,133.8872105827004,2.693659969692564
Japan__307061287707020,174,82,Japan,2,0,15,34.547,131.834,133.12319360839953,2.693659969692564
Japan__307061287707030,175,82,Japan,2,0,15,34.608,131.798,135.00376244002075,2.420670004426182
Japan__307061287707040,174,82,Japan,2,0,15,34.677,131.823,141.89261742248777,7.228249129576782
Japan__307061287707060,177,81,Japan,2,0,15,34.612,131.824,137.07732493707823,2.420670004426182
Japan__307071287715010,161,77,Japan,2,0,15,34.233,131.662,100.43826672460983,4.9475726912988796
Japan__307071287715020,173,82,Japan,2,0,15,34.189,131.654,97.04093538952617,4.9475726912988796
Japan__307071287715040,168,79,Japan,2,0,15,34.104,131.596,87.23205615085313,10.854529516450642
Japan__307071287715090,174,82,Japan,2,0,15,34.148,131.736,100.71578195709606,8.814658542537016
Japan__307081287717010,157,75,Japan,1,0,15,34.274,132.134,129.28265416689962,32.52378476907864
Japan__307091287712010,166,78,Japan,2,0,15,34.58,132.21,158.9507832532374,2.121806319275145
Japan__307091287712020,166,76,Japan,2,0,15,34.574,132.232,157.0738737962776,2.121806319275145
Japan__307091287712030,173,82,Japan,2,0,15,34.608,132.32,148.51897058162746,6.149733681549087
Japan__307091287712050,173,81,Japan,2,0,15,34.512,132.505,134.01192293424805,1.1016804983432222
Japan__307091287712080,216,100,Japan,3,0,15,34.462,132.492,136.6245672235797,4.424749620036984
Japan__307091287712130,149,71,Japan,1,0,15,34.525,132.316,150.5471374527264,9.236443641636678
Japan__307091287712140,162,76,Japan,2,0,15,34.572,132.371,144.58187275342172,6.149733681549087
Japan__307091287712160,183,86,Japan,2,0,15,34.483,132.533,132.36684071072915,3.186671517119261
Japan__307091287712190,166,79,Japan,2,0,15,34.508,132.516,133.14537854735323,1.1016804983432222
Japan__307091287712210,150,71,Japan,1,0,15,34.458,132.477,138.0693908580729,5.837922048545542
Japan__307091287714010,165,78,Japan,2,0,15,34.665,132.302,149.33207328329922,6.54855451484842
Japan__307101287710010,174,82,Japan,2,0,15,34.599,133.187,71.2985526313719,8.024504319575776
Japan__307101287710020,172,81,Japan,2,0,15,34.564,133.236,68.4586521490992,3.9741409591347407
Japan__307101287710080,152,72,Japan,1,0,15,34.555,133.278,65.33771105615192,3.9741409591347407
Japan__307101287710100,133,65,Japan,1,0,15,34.543,133.381,57.55538013079947,3.313565411918028
Japan__307101287710110,173,81,Japan,2,0,15,34.52,133.358,60.52521804500337,2.7301511866120296
Japan__307101287710120,169,80,Japan,2,0,15,34.486,133.339,63.72387043701232,4.162267989973422
Japan__307101287718030,157,75,Japan,1,0,15,34.532,133.332,62.06881477360109,2.7301511866120296
Japan__307101287718040,132,64,Japan,1,0,15,34.635,133.111,76.86755605039083,8.024504319575776
Japan__307111287708010,164,78,Japan,2,0,15,34.805,133.616,28.495088137981668,11.636548176476557
Japan__307111287708020,174,82,Japan,2,0,15,34.715,133.681,24.42149959603081,9.921657691395838
Japan__307111287708050,174,82,Japan,2,0,15,34.608,133.744,24.88825154600263,3.677038308598012
Japan__307111287708130,29,20,Japan,0,0,15,34.652,133.393,51.5535058414246,9.822355362508304
Japan__307111287708140,148,71,Japan,1,0,15,34.597,133.477,46.95179150820946,9.822355362508304
Japan__307111287708170,175,82,Japan,2,0,15,34.63,133.714,25.87041365795038,3.677038308598012
Japan__307121287708010,174,82,Japan,2,1,97,34.742,133.962,24.88825154600263,6.624933542117266
Japan__307121287708070,171,81,Japan,2,1,97,34.799,133.928,24.42149959603081,7.058059964138311
Japan__307121287708170,149,71,Japan,1,1,97,34.735,134.034,30.04588894462504,5.558484467733465
Japan__307131287708010,174,82,Japan,2,1,97,35.056,133.995,44.4152011401504,12.879326805267986
Japan__307131287708030,169,80,Japan,2,1,97,34.954,134.062,43.76599325490089,4.983983666666957
Japan__307131287708040,170,80,Japan,2,1,97,34.921,134.099,44.505485042477986,4.983983666666957
Japan__307131287708050,173,82,Japan,2,1,97,34.875,134.105,42.60881281494805,5.144152454982285
Japan__307131287708060,174,82,Japan,2,1,97,34.792,134.111,39.29679809005174,4.5284493770596415
Japan__307131287708090,174,82,Japan,2,1,97,34.712,134.088,33.52097292573588,5.558484467733465
Japan__307131287708130,174,82,Japan,2,1,97,34.805,134.158,43.72668663510115,4.5284493770596415
Japan__307131287708220,114,52,Japan,1,1,97,35.046,134.261,64.4494669666142,20.273512170365322
Japan__308011288805010,105,52,Japan,1,0,15,33.783,132.874,133.31262449473832,33.74482356421372
Japan__308041288808010,174,82,Japan,2,0,15,33.574,133.173,132.12472714927543,3.7817620183617087
Japan__308041288808020,174,82,Japan,2,0,15,33.552,133.413,114.08227204523618,22.371665015049494
Japan__308041288808060,148,71,Japan,1,0,15,33.608,133.172,130.53179820606852,3.7817620183617087
Japan__308041288808070,157,75,Japan,1,0,15,33.608,133.298,120.10780063598528,11.668610245886946
Japan__308051288808020,174,82,Japan,2,0,15,33.568,133.682,93.00469410604926,47.16237634211496
Japan__308071288801010,173,82,Japan,2,0,15,34.045,134.052,37.410279695606164,37.410279695606164
Japan__308071288801020,174,82,Japan,2,1,97,34.108,134.451,37.410279695606164,37.410279695606164
Japan__309011289902010,345,155,Japan,4,2,104,33.554,130.732,100.545060073389,8.950828369679252
Japan__309011289902030,339,152,Japan,4,2,104,33.661,130.689,97.1420514547198,4.846683581104667
Japan__309011289902040,326,147,Japan,4,2,104,33.74,130.73,89.57109695270915,0.8263214695748771
Japan__309011289902060,46,26,Japan,0,2,104,33.792,130.711,88.69909040531802,4.177241577786046
Japan__309011289902090,313,141,Japan,4,2,104,33.619,130.675,100.69810245773316,4.846683581104667
Japan__309011289902130,157,74,Japan,1,2,104,33.649,130.812,88.30726523315023,1.8903137560963215
Japan__309011289902150,312,141,Japan,4,2,104,33.733,130.733,89.68252611513239,0.8263214695748771
Japan__309011289902160,317,143,Japan,4,2,104,33.666,130.812,87.23205615085313,1.8903137560963215
Japan__309011289902170,218,99,Japan,3,2,104,33.632,130.793,90.83551980161545,2.5820487979465385
Japan__309011289902190,333,143,Japan,4,2,104,33.724,130.673,95.07715626624702,5.638227495504146
Japan__309011289902210,151,71,Japan,1,2,104,33.811,130.672,91.23623864849041,4.177241577786046
Japan__309021289903010,127,62,Japan,1,2,104,33.268,129.963,177.39425327325685,10.432213934002188
Japan__309021289903040,329,148,Japan,4,2,104,33.366,130.004,168.5381397160987,1.766942682919032
Japan__309021289903100,345,155,Japan,4,2,104,33.352,130.013,168.5887541603244,1.766942682919032
Japan__309041289903130,326,147,Japan,4,2,104,33.276,130.148,162.55267851240146,8.100195502981379
Japan__309051289903010,351,158,Japan,4,2,104,33.33,130.268,149.9769048925832,7.141389246210959
Japan__309051289903060,254,116,Japan,3,2,104,33.272,130.235,156.25125355390136,7.141389246210959
Japan__309061289901060,174,82,Japan,2,2,104,33.347,130.833,109.8379151328897,4.124805296652916
Japan__309061289901110,174,82,Japan,2,2,104,33.364,130.753,113.34608453145074,4.143038696025385
Japan__309061289901130,174,82,Japan,2,2,104,33.353,130.632,122.15044989730215,11.30426164178529
Japan__309061289901330,174,82,Japan,2,2,104,33.298,130.964,107.00618006807638,2.7211627691991214
Japan__309061289901360,168,79,Japan,2,2,104,33.33,130.934,105.62193494382683,4.5201998186711805
Japan__309061289901400,174,82,Japan,2,2,104,33.342,130.789,112.91324765739108,4.124805296652916
Japan__309061289901410,174,82,Japan,2,2,104,33.381,130.661,118.05529453855324,8.74977244132103
Japan__309061289901430,166,78,Japan,2,2,104,33.381,130.634,119.89548608103205,11.210880915822985
Japan__309061289901450,174,82,Japan,2,2,104,33.342,130.692,119.03322873883047,6.1713017128685355
Japan__309061289901510,174,82,Japan,2,2,104,33.377,130.552,125.90998304327132,16.586081435748845
Japan__309061289901580,174,82,Japan,2,2,104,33.313,130.367,143.7329901910815,5.135120365222831
Japan__309061289901650,148,71,Japan,1,2,104,33.318,130.388,141.8559222713888,7.047770054360456
Japan__309061289904070,115,57,Japan,1,2,104,33.284,130.324,148.86760353645118,5.135120365222831
Japan__309061289920010,174,82,Japan,2,2,104,33.183,131.033,114.90838959903229,6.996605443545796
Japan__309061289920030,103,52,Japan,1,2,104,33.23,130.983,112.5296429890402,5.68416050953361
Japan__309061289920040,103,52,Japan,1,2,104,33.275,130.954,109.65965316683375,2.7211627691991214
Japan__309061289920050,103,52,Japan,1,2,104,33.133,130.943,123.74757354845366,2.9400976800180643
Japan__309061289920070,103,52,Japan,1,2,104,33.11,130.962,125.15401232300482,1.1028827378155268
Japan__309061289920080,101,51,Japan,1,2,104,33.118,130.969,124.06315718120013,1.1028827378155268
Japan__309071289901040,191,89,Japan,2,2,104,33.182,130.505,143.90951451038924,18.62962293514832
Japan__309081289911020,340,152,Japan,4,2,104,32.956,130.793,147.76522011911484,3.68615664569454
Japan__309081289911030,136,66,Japan,1,2,104,32.98,130.735,148.2826548071007,5.582765149367198
Japan__309081289911050,267,120,Japan,4,2,104,33.01,130.687,147.96039350034613,3.5476930704645664
Japan__309081289911060,179,84,Japan,2,2,104,33.023,130.624,150.19619422760792,5.417297426580394
Japan__309081289911080,250,112,Japan,3,2,104,32.938,130.583,160.086314310878,1.6017193310386655
Japan__309081289911110,142,61,Japan,1,2,104,32.987,130.807,144.12851197681948,3.68615664569454
Japan__309081289911120,303,136,Japan,4,2,104,32.933,130.733,152.82170553938946,6.1553298474503855
Japan__309081289911140,183,83,Japan,2,2,104,33.041,130.678,145.61634164473705,3.5476930704645664
Japan__309081289911160,125,59,Japan,1,2,104,32.931,130.568,161.53594413446942,1.6017193310386655
Japan__309091289908020,222,103,Japan,3,2,104,32.858,130.874,153.88042218477784,13.263703809517303
Japan__309101289908010,43,26,Japan,0,2,104,32.642,130.834,177.2969916886305,2.54994885733312
Japan__309101289908020,224,103,Japan,3,2,104,32.645,130.807,178.00771328548512,2.54994885733312
Japan__309101289908030,224,104,Japan,3,2,104,32.735,130.739,171.75069898285022,2.9725656204265185
Japan__309101289908060,80,42,Japan,0,2,104,32.721,130.874,167.74823105907168,5.095380410902875
Japan__309101289908070,65,35,Japan,0,2,104,32.701,130.825,171.6384252026093,5.095380410902875
Japan__309101289908100,224,104,Japan,3,2,104,32.759,130.753,168.77882162160168,2.9725656204265185
Japan__309101289908170,107,51,Japan,1,2,104,32.727,130.678,175.22304581637198,5.774817658477207
Japan__309121289918060,336,151,Japan,4,2,104,32.012,130.742,245.8548479336433,12.198569267697136
Japan__309121289918110,335,151,Japan,4,2,104,31.937,130.467,262.9416438298553,3.41775233334706
Japan__309121289918120,338,152,Japan,4,2,104,31.908,130.455,266.35143435034297,3.41775233334706
Japan__309121289918130,279,127,Japan,4,2,104,31.855,130.391,274.16880572664644,5.252407183699474
Japan__309121289918140,230,105,Japan,3,2,104,31.862,130.336,275.60478067679276,4.992239304963951
Japan__309121289918160,128,62,Japan,1,2,104,31.822,130.312,280.59367970332136,4.992239304963951
Japan__309121289918200,333,150,Japan,4,2,104,32.033,130.615,247.76045005144007,2.4506615749543768
Japan__309121289924020,236,109,Japan,3,2,104,32.015,130.6,250.1404340649762,2.4506615749543768
Japan__309131289919010,192,88,Japan,2,2,104,31.398,130.856,308.74583147737593,9.521093564057853
Japan__309131289919050,312,141,Japan,4,2,104,31.362,130.947,310.8785138848286,2.5636208469815664
Japan__309131289919060,241,110,Japan,3,2,104,31.362,130.974,310.3954486306374,2.5636208469815664
Japan__309131289919140,267,122,Japan,4,2,104,31.392,130.962,307.3319785006122,3.525006237609326
Japan__309141289916010,336,148,Japan,4,2,104,31.72,131.053,269.8897811960974,5.391231023867009
Japan__309141289916020,348,156,Japan,4,2,104,31.767,131.067,264.509003812413,5.391231023867009
Japan__309141289916050,348,156,Japan,4,2,104,31.86,131.113,253.55474740384545,11.217455662197438
Japan__309141289916060,342,154,Japan,4,2,104,31.954,131.301,240.6452965209269,6.131671050556377
Japan__309141289916080,351,157,Japan,4,2,104,31.953,131.399,239.884160840314,9.24661906893857
Japan__309141289916130,321,144,Japan,4,2,104,31.993,131.246,236.98784241137957,2.3886728170829143
Japan__309141289916160,313,141,Japan,4,2,104,32.002,131.269,235.70976867604494,2.3886728170829143
Japan__309151289916010,350,156,Japan,4,2,104,32.162,131.474,216.23908624304093,24.29076847360011
Japan__309181289913020,284,129,Japan,4,2,104,33.074,131.637,114.59371891773607,13.909435396310485
Japan__309181289913310,40,25,Japan,0,2,104,33.16,131.646,105.07002821003296,7.354272344748082
Japan__309191289913020,357,160,Japan,4,2,104,33.195,131.512,101.37479273684089,4.341572613140617
Japan__309191289913040,297,134,Japan,4,2,104,33.204,131.587,100.07890081042494,3.6531059921227165
Japan__309191289913100,358,160,Japan,4,2,104,33.215,131.55,98.94392348923095,3.6531059921227165
Japan__309191289913130,358,160,Japan,4,2,104,33.178,131.554,103.0398791542084,4.131013023405863
LamaHCE__1,166,79,LamaHCE,2,2,99,47.278,9.534,71.42022039795339,3.564000560665906
LamaHCE__10,292,133,LamaHCE,4,2,99,47.261,9.728,67.90506761490707,7.3772507747377
LamaHCE__100,166,79,LamaHCE,2,0,58,47.596,12.123,43.121769221361596,3.2409341823872486
LamaHCE__101,267,122,LamaHCE,4,0,58,47.675,12.261,54.23642481599046,4.926715621755789
LamaHCE__102,132,64,LamaHCE,1,0,58,47.644,12.214,50.265822253561396,4.756323520467204
LamaHCE__103,292,133,LamaHCE,4,0,58,47.458,12.394,65.2221380442374,7.293372816455703
LamaHCE__104,104,52,LamaHCE,1,0,58,47.45,12.318,59.909151831745326,10.463344896495892
LamaHCE__105,292,133,LamaHCE,4,0,58,47.523,12.407,64.90149762574767,1.0571244048364064
LamaHCE__106,292,133,LamaHCE,4,0,58,47.522,12.421,65.95847160796282,1.0571244048364064
LamaHCE__107,292,133,LamaHCE,4,0,58,47.523,12.446,65.07608455572863,1.880540399241414
LamaHCE__108,191,89,LamaHCE,2,0,58,47.666,12.42,56.26749738180576,2.0275882442328657
LamaHCE__109,141,68,LamaHCE,1,0,58,47.624,12.392,60.95145101243275,3.898307098878765
LamaHCE__11,208,97,LamaHCE,2,2,99,47.288,9.593,68.50151199909291,2.6643750250006515
LamaHCE__110,96,49,LamaHCE,0,0,58,47.659,12.395,58.119377189905386,2.0275882442328657
LamaHCE__111,292,133,LamaHCE,4,0,58,47.247,12.237,59.06860701976751,1.7021967649014176
LamaHCE__112,225,104,LamaHCE,3,0,58,47.133,12.286,59.79489223524378,11.646228780316033
LamaHCE__113,292,133,LamaHCE,4,0,58,47.235,12.251,59.6403342458921,1.379940630389367
LamaHCE__114,292,133,LamaHCE,4,0,58,47.241,12.267,60.99575900172959,1.379940630389367
LamaHCE__115,292,133,LamaHCE,4,0,58,47.25,12.327,65.61259115385481,4.638381982072661
LamaHCE__116,242,111,LamaHCE,3,0,58,47.28,12.381,70.53668977137208,7.8833895895077895
LamaHCE__117,292,133,LamaHCE,4,0,58,47.287,12.485,78.15845346346701,3.467623920319272
LamaHCE__118,292,133,LamaHCE,4,0,58,47.256,12.49,77.59739074752403,3.467623920319272
LamaHCE__119,188,88,LamaHCE,2,0,58,47.29,12.536,79.81935754727586,3.8610773294731295
LamaHCE__12,250,115,LamaHCE,3,2,99,47.31,9.579,66.72620008913815,2.6643750250006515
LamaHCE__120,200,93,LamaHCE,2,0,58,47.271,12.573,79.68202828115925,6.481461676456284
LamaHCE__121,292,133,LamaHCE,4,0,58,47.276,12.764,70.92168243115152,5.130065248985282
LamaHCE__122,292,133,LamaHCE,4,0,58,47.291,12.83,67.0275061522837,1.6747327373598289
LamaHCE__123,292,133,LamaHCE,4,0,58,47.173,12.817,75.01777094407987,11.508955877513447
LamaHCE__124,292,133,LamaHCE,4,0,58,47.276,12.832,68.13679188992947,1.6747327373598289
LamaHCE__125,292,133,LamaHCE,4,0,58,47.166,12.974,66.10790397657757,8.940229426844013
LamaHCE__126,292,133,LamaHCE,4,0,58,47.245,12.996,59.352230270480206,8.940229426844013
LamaHCE__127,267,122,LamaHCE,4,0,58,47.091,13.12,64.65957040326316,8.462995777067075
LamaHCE__128,292,133,LamaHCE,4,0,58,47.167,13.114,58.44204234890873,8.462995777067075
LamaHCE__129,158,75,LamaHCE,1,0,58,47.314,13.126,46.91542349613586,9.937893563875344
