station_id,n_training_batches,n_validation_batches,source,size_bin,fold
Germany__24238002,293,132,Germany,4,2
Germany__24238501,293,132,Germany,4,2
Germany__24240503,234,107,Germany,3,3
Germany__24241710,72,38,Germany,0,4
Germany__24242000,284,129,Germany,4,2
Germany__24244504,283,128,Germany,4,4
Germany__24246000,284,129,Germany,4,1
Germany__24248403,310,140,Germany,4,1
Germany__24249009,276,125,Germany,4,3
Germany__24260500,341,152,Germany,4,2
Germany__24261106,221,102,Germany,3,1
Germany__24262007,343,154,Germany,4,0
Germany__24263000,343,154,Germany,4,3
Germany__24263203,91,47,Germany,0,3
Germany__24268535,116,57,Germany,1,4
Germany__24292507,293,133,Germany,4,4
Germany__24293500,292,132,Germany,4,0
Germany__24295505,293,133,Germany,4,3
Germany__24322506,301,136,Germany,4,0
Germany__24336806,293,133,Germany,4,0
Germany__24338007,293,133,Germany,4,0
Germany__24345206,293,133,Germany,4,2
Germany__24349003,335,151,Germany,4,0
Germany__24369000,100,50,Germany,0,2
Germany__24374805,343,154,Germany,4,1
Germany__24381503,3,8,Germany,0,0
Germany__24382304,275,125,Germany,4,2
Germany__24385007,276,125,Germany,4,4
Germany__24401001,284,129,Germany,4,0
Germany__24403007,284,129,Germany,4,3
Germany__24406005,284,129,Germany,4,1
Germany__24409003,283,128,Germany,4,0
Germany__24412008,197,92,Germany,2,0
Germany__24421009,126,61,Germany,1,0
Germany__24422001,284,129,Germany,4,1
Germany__24424007,282,128,Germany,4,1
Germany__24429000,86,44,Germany,0,1
Germany__24431002,292,132,Germany,4,4
Germany__24432504,292,132,Germany,4,0
Germany__24441006,284,129,Germany,4,3
Germany__24460306,267,122,Germany,4,2
Germany__24461003,284,129,Germany,4,3
Germany__24473055,51,29,Germany,0,0
Germany__24481000,293,132,Germany,4,3
Germany__24482003,293,133,Germany,4,2
Germany__24483006,293,133,Germany,4,4
Germany__24521105,284,129,Germany,4,0
Germany__24522006,284,129,Germany,4,1
Germany__24562000,100,50,Germany,1,3
Germany__24585006,326,147,Germany,4,4
Germany__24601000,352,158,Germany,4,2
Germany__24623003,352,158,Germany,4,2
Germany__24719102,57,32,Germany,0,0
Germany__24722005,352,158,Germany,4,0
Germany__24751003,265,121,Germany,4,4
Germany__24752006,352,158,Germany,4,3
Germany__24758002,351,158,Germany,4,4
Germany__24772003,302,137,Germany,4,0
Germany__24776004,318,144,Germany,4,1
Germany__53201505,308,139,Germany,4,1
Germany__53202508,344,155,Germany,4,2
Germany__53211010,177,83,Germany,2,3
Germany__53216003,344,155,Germany,4,4
Germany__53216808,345,155,Germany,4,2
Germany__53216954,344,155,Germany,4,4
Germany__53222006,75,40,Germany,0,2
Germany__53224001,76,40,Germany,0,3
Germany__56000500,265,121,Germany,4,1
Germany__56001003,307,139,Germany,4,2
Germany__56001502,310,140,Germany,4,2
Germany__56113404,327,147,Germany,4,0
Germany__56114000,326,147,Germany,4,4
Germany__56143008,308,139,Germany,4,3
Germany__56161509,311,140,Germany,4,4
Japan__301031281101030,188,87,Japan,2,2
Japan__301031281101040,182,84,Japan,2,0
Japan__301031281101050,182,84,Japan,2,0
Japan__301031281101070,198,92,Japan,2,0
Japan__301031281101080,144,69,Japan,1,1
Japan__301031281101090,178,82,Japan,2,2
Japan__301031281101150,160,74,Japan,1,0
Japan__301031281101160,176,81,Japan,2,3
Japan__301031281101200,73,36,Japan,0,1
Japan__301031281101220,147,71,Japan,1,2
Japan__301031281101230,193,88,Japan,2,1
Japan__301031281101270,168,79,Japan,2,1
Japan__301031281101290,102,49,Japan,1,1
Japan__301031281101320,121,60,Japan,1,2
Japan__301031281101330,194,90,Japan,2,3
Japan__301031281101340,195,91,Japan,2,4
Japan__301031281101370,186,87,Japan,2,0
Japan__301031281101400,199,93,Japan,2,2
Japan__301031281101410,198,92,Japan,2,4
Japan__301031281101430,190,88,Japan,2,2
Japan__301031281101470,65,35,Japan,0,2
Japan__301031281101520,199,93,Japan,2,0
Japan__301031281101550,187,87,Japan,2,2
Japan__301031281101600,183,84,Japan,2,4
Japan__301031281101610,108,54,Japan,1,0
Japan__301031281101630,198,92,Japan,2,1
Japan__301031281101670,180,84,Japan,2,0
Japan__301031281101700,198,92,Japan,2,4
Japan__301031281101750,76,39,Japan,0,0
Japan__301031281101770,178,82,Japan,2,1
Japan__301031281101790,199,92,Japan,2,1
Japan__301031281101800,80,42,Japan,0,0
Japan__301031281101820,104,52,Japan,1,0
Japan__301031281101840,189,88,Japan,2,2
Japan__301031281101880,81,42,Japan,0,3
Japan__301031281101890,199,93,Japan,2,3
Japan__301031281104010,162,77,Japan,2,0
Japan__301031281104030,199,93,Japan,2,0
Japan__301031281104040,191,88,Japan,2,1
Japan__301031281104050,197,90,Japan,2,1
Japan__301031281104060,188,88,Japan,2,2
Japan__301031281104070,186,85,Japan,2,0
Japan__301031281104090,200,92,Japan,2,0
Japan__301031281104100,185,87,Japan,2,2
Japan__301031281104120,177,81,Japan,2,0
Japan__301031281104150,156,72,Japan,1,3
Japan__301031281104160,197,92,Japan,2,4
Japan__301031281104170,167,77,Japan,2,4
Japan__301031281104200,189,87,Japan,2,0
Japan__301031281104210,192,89,Japan,2,2
Japan__301031281104220,170,80,Japan,2,1
Japan__301031281104230,171,79,Japan,2,2
Japan__301031281104240,169,78,Japan,2,3
Japan__301031281104250,153,71,Japan,1,0
Japan__301031281104260,193,90,Japan,2,2
Japan__301031281104280,59,31,Japan,0,4
Japan__301031281104290,91,39,Japan,0,3
Japan__301031281104300,123,58,Japan,1,3
Japan__301041281103010,154,73,Japan,1,3
Japan__301041281103020,154,72,Japan,1,4
Japan__301041281103030,194,91,Japan,2,1
Japan__301051281102010,110,52,Japan,1,1
Japan__301051281102020,191,89,Japan,2,3
Japan__301051281102040,198,92,Japan,2,1
Japan__301051281102050,189,87,Japan,2,0
Japan__301051281102070,119,56,Japan,1,1
Japan__301061281105010,198,92,Japan,2,3
Japan__301061281105020,194,90,Japan,2,4
Japan__301061281105030,199,93,Japan,2,3
Japan__301061281105040,198,92,Japan,2,3
Japan__301061281105050,101,51,Japan,1,1
Japan__301071281105010,199,93,Japan,2,2
Japan__301071281105030,197,92,Japan,2,4
Japan__301071281105040,112,55,Japan,1,2
Japan__301071281105050,161,76,Japan,2,3
Japan__301081281107010,175,83,Japan,2,1
Japan__301081281107020,181,85,Japan,2,4
Japan__301081281107030,106,53,Japan,1,4
Japan__301081281107040,180,84,Japan,2,2
Japan__301081281107050,179,84,Japan,2,0
Japan__301081281107060,186,86,Japan,2,1
Japan__301081281107070,155,73,Japan,1,4
Japan__301081281107100,136,65,Japan,1,1
Japan__301081281107110,135,65,Japan,1,4
Japan__301081281107120,25,16,Japan,0,2
Japan__301081281107130,25,15,Japan,0,0
Japan__301081281107150,132,58,Japan,1,4
Japan__301081281107160,144,68,Japan,1,3
Japan__301081281107170,184,86,Japan,2,2
Japan__301081281107200,183,85,Japan,2,0
Japan__301081281107220,188,86,Japan,2,3
Japan__301081281107230,170,77,Japan,2,4
Japan__301081281107240,145,67,Japan,1,3
Japan__301081281107250,112,53,Japan,1,4
Japan__301081281107260,123,58,Japan,1,1
Japan__301081281107270,54,28,Japan,0,1
Japan__301081281107280,141,66,Japan,1,1
Japan__301081281107290,186,85,Japan,2,1
Japan__301081281107300,154,72,Japan,1,0
Japan__301081281107310,62,32,Japan,0,2
Japan__301081281107320,190,88,Japan,2,0
Japan__301081281107330,159,74,Japan,1,4
Japan__301081281107340,62,32,Japan,0,4
Japan__301081281107350,142,66,Japan,1,3
Japan__301081281107360,134,63,Japan,1,0
Japan__301081281107370,137,64,Japan,1,2
Japan__301081281107420,146,68,Japan,1,3
Japan__301091281106020,183,86,Japan,2,2
Japan__301091281106050,94,46,Japan,0,2
Japan__301091281106060,159,73,Japan,1,3
Japan__301091281106070,165,76,Japan,2,0
Japan__301091281106090,102,49,Japan,1,1
Japan__301091281106100,158,73,Japan,1,4
Japan__301091281106110,161,74,Japan,1,1
Japan__301091281106120,168,77,Japan,2,1
Japan__301091281106130,163,75,Japan,2,1
Japan__302011282206030,45,27,Japan,0,4
Japan__302011282206060,119,58,Japan,1,2
Japan__302011282206100,128,62,Japan,1,3
Japan__302011282218010,261,118,Japan,3,2
Japan__302011282218020,212,97,Japan,2,3
Japan__302011282218040,322,145,Japan,4,2
Japan__302011282218070,205,95,Japan,2,1
Japan__302011282218080,169,80,Japan,2,0
Japan__302011282218090,216,100,Japan,3,4
Japan__302011282218100,332,149,Japan,4,3
Japan__302011282218110,272,123,Japan,4,1
Japan__302011282218120,203,94,Japan,2,1
Japan__302011282218150,227,98,Japan,3,4
Japan__302011282218170,268,122,Japan,4,2
Japan__302011282218210,305,138,Japan,4,3
Japan__302011282218220,214,99,Japan,3,2
Japan__302011282218250,335,150,Japan,4,4
Japan__302011282218270,343,154,Japan,4,2
Japan__302011282218290,107,53,Japan,1,2
Japan__302011282218300,335,150,Japan,4,1
Japan__302011282218310,270,123,Japan,4,4
Japan__302011282218330,290,129,Japan,4,4
Japan__302011282218350,305,138,Japan,4,1
Japan__302011282228080,162,77,Japan,2,4
Japan__302011282228090,229,104,Japan,3,4
Japan__302011282228110,253,115,Japan,3,2
Japan__302021282206030,134,65,Japan,1,3
Japan__302021282206050,144,69,Japan,1,2
Japan__302021282224020,322,145,Japan,4,2
Japan__302021282224030,184,86,Japan,2,0
Japan__302021282224050,178,83,Japan,2,4
Japan__302021282224060,133,64,Japan,1,1
Japan__302021282224070,330,148,Japan,4,2
Japan__302031282207050,339,152,Japan,4,3
Japan__302031282207070,282,128,Japan,4,2
Japan__302031282207120,317,143,Japan,4,0
Japan__302031282207150,338,152,Japan,4,2
Japan__302041282204020,166,79,Japan,2,3
Japan__302041282204080,173,81,Japan,2,1
Japan__302041282204110,199,93,Japan,2,0
Japan__302041282204150,198,92,Japan,2,1
Japan__302041282204180,152,72,Japan,1,0
Japan__302041282204200,200,93,Japan,2,4
Japan__302041282204230,199,93,Japan,2,1
Japan__302041282204250,107,53,Japan,1,4
Japan__302041282204280,165,78,Japan,2,4
Japan__302041282204310,166,79,Japan,2,3
Japan__302041282204330,158,74,Japan,1,4
Japan__302041282204340,124,61,Japan,1,3
Japan__302041282204360,166,79,Japan,2,2
Japan__302041282204380,198,92,Japan,2,1
Japan__302041282204390,125,61,Japan,1,3
Japan__302041282204400,165,78,Japan,2,3
Japan__302041282204420,166,79,Japan,2,4
Japan__302041282204430,166,79,Japan,2,4
Japan__302041282204440,166,78,Japan,2,3
Japan__302041282204450,166,79,Japan,2,0
Japan__302041282204470,164,71,Japan,1,0
Japan__302041282204480,147,70,Japan,1,4
Japan__302041282204490,143,69,Japan,1,1
Japan__302041282207090,293,132,Japan,4,2
Japan__302041282207100,341,153,Japan,4,1
Japan__302041282207140,261,118,Japan,3,3
Japan__302041282207190,338,152,Japan,4,0
Japan__302041282207220,344,155,Japan,4,0
Japan__302041282220010,86,44,Japan,0,4
Japan__302041282220020,94,48,Japan,0,3
Japan__302041282220060,33,22,Japan,0,1
Japan__302041282220070,117,57,Japan,1,2
Japan__302041282220090,117,57,Japan,1,3
Japan__302041282220100,110,55,Japan,1,0
Japan__302041282220110,119,59,Japan,1,0
Japan__302041282220130,113,56,Japan,1,1
Japan__302041282220140,254,116,Japan,3,1
Japan__302041282220150,297,134,Japan,4,3
Japan__302041282220160,280,127,Japan,4,1
Japan__302041282220180,105,52,Japan,1,2
Japan__302041282220190,114,56,Japan,1,4
Japan__302041282220200,120,59,Japan,1,1
Japan__302051282201030,296,133,Japan,4,0
Japan__302051282201050,289,130,Japan,4,1
Japan__302051282201060,253,109,Japan,3,3
Japan__302051282201070,265,114,Japan,3,2
Japan__302051282201990,271,117,Japan,4,2
Japan__302061282202010,274,125,Japan,4,4
Japan__302061282202020,273,125,Japan,4,3
Japan__302061282202030,275,125,Japan,4,0
Japan__302061282202050,276,125,Japan,4,4
Japan__302061282202080,265,120,Japan,4,4
Japan__302071282201030,328,148,Japan,4,1
Japan__302071282201040,347,155,Japan,4,1
Japan__302071282201050,344,149,Japan,4,2
Japan__302071282201070,348,155,Japan,4,3
Japan__302071282201080,302,137,Japan,4,1
Japan__302071282201090,244,110,Japan,3,3
Japan__302071282201100,284,122,Japan,4,1
Japan__302071282222030,241,110,Japan,3,0
Japan__302071282222040,246,113,Japan,3,0
Japan__302091282209010,224,96,Japan,3,3
Japan__302091282209050,154,66,Japan,1,3
Japan__302091282209060,115,57,Japan,1,0
Japan__302091282210020,157,75,Japan,1,0
Japan__302091282210030,158,75,Japan,1,0
Japan__302091282210040,157,75,Japan,1,2
Japan__302091282210050,136,66,Japan,1,1
Japan__302091282210060,158,75,Japan,1,2
Japan__302091282210090,127,55,Japan,1,0
Japan__302091282210100,158,75,Japan,1,4
Japan__302091282210110,156,74,Japan,1,0
Japan__302091282210120,154,74,Japan,1,1
Japan__302091282210130,154,73,Japan,1,3
Japan__302091282210140,158,75,Japan,1,1
Japan__302091282210150,152,73,Japan,1,4
Japan__302091282226010,132,64,Japan,1,1
Japan__302091282226020,99,50,Japan,0,1
Japan__302091282226030,127,62,Japan,1,4
Japan__302101282209010,231,106,Japan,3,1
Japan__302101282209020,191,89,Japan,2,1
Japan__302101282209050,288,130,Japan,4,3
Japan__302101282209070,109,54,Japan,1,0
Japan__302101282209090,299,128,Japan,4,1
Japan__302101282209100,88,45,Japan,0,4
Japan__302111282214010,348,156,Japan,4,1
Japan__302111282214020,347,156,Japan,4,3
Japan__302111282214050,342,153,Japan,4,0
Japan__302111282214060,175,83,Japan,2,3
Japan__302111282214070,331,149,Japan,4,2
Japan__302111282214080,349,157,Japan,4,0
Japan__302111282214090,345,154,Japan,4,1
Japan__302111282214100,342,154,Japan,4,0
Japan__302111282214130,349,156,Japan,4,4
Japan__302111282214140,208,90,Japan,2,3
Japan__302111282214160,315,142,Japan,4,1
Japan__302111282214170,205,88,Japan,2,1
Japan__302111282214180,348,156,Japan,4,4
Japan__302111282215030,274,125,Japan,4,0
Japan__302111282215050,215,100,Japan,3,4
Japan__302111282215080,118,58,Japan,1,2
Japan__302111282216010,231,104,Japan,3,0
Japan__302111282216050,296,134,Japan,4,0
Japan__302111282216060,297,134,Japan,4,0
Japan__302111282216070,323,146,Japan,4,1
Japan__302111282216080,283,128,Japan,4,0
Japan__302111282216100,289,130,Japan,4,3
Japan__302111282216120,214,92,Japan,2,1
Japan__302111282216140,305,138,Japan,4,2
Japan__302111282216150,245,113,Japan,3,0
Japan__302111282216170,57,32,Japan,0,3
Japan__302111282216190,223,102,Japan,3,4
Japan__302111282216200,317,143,Japan,4,3
Japan__302111282216210,322,145,Japan,4,0
Japan__302111282221010,347,153,Japan,4,0
Japan__302111282221020,311,138,Japan,4,3
Japan__302111282221030,289,131,Japan,4,2
Japan__302111282221040,351,155,Japan,4,1
Japan__302111282221050,340,153,Japan,4,1
Japan__302111282221060,332,149,Japan,4,4
Japan__302121282215010,262,119,Japan,3,1
Japan__302121282215040,267,122,Japan,4,2
Japan__302121282215070,339,153,Japan,4,3
Japan__302121282227030,100,50,Japan,1,4
Japan__302121282227050,72,38,Japan,0,1
Japan__303021283322030,55,31,Japan,0,4
Japan__303021283322040,249,108,Japan,3,1
Japan__303021283322060,74,39,Japan,0,0
Japan__303021283322070,57,31,Japan,0,2
Japan__303021283322100,116,57,Japan,1,3
Japan__303031283301020,343,154,Japan,4,3
Japan__303031283301030,351,157,Japan,4,0
Japan__303031283301040,340,153,Japan,4,0
Japan__303031283301060,342,154,Japan,4,4
Japan__303031283301070,344,155,Japan,4,4
Japan__303031283301090,173,82,Japan,2,0
Japan__303031283301100,349,155,Japan,4,4
Japan__303031283301110,347,156,Japan,4,2
Japan__303031283301150,347,156,Japan,4,0
Japan__303031283303170,45,26,Japan,0,0
Japan__303031283303180,43,26,Japan,0,4
Japan__303031283303190,40,25,Japan,0,1
Japan__303031283303230,41,25,Japan,0,2
Japan__303031283305140,351,157,Japan,4,3
Japan__303031283305170,344,154,Japan,4,0
Japan__303031283305190,338,152,Japan,4,0
Japan__303031283305210,351,157,Japan,4,4
Japan__303031283305520,321,145,Japan,4,1
Japan__303031283305540,334,150,Japan,4,2
Japan__303031283305570,334,150,Japan,4,3
Japan__303031283305610,333,150,Japan,4,2
Japan__303031283305780,290,131,Japan,4,4
Japan__303031283306020,65,35,Japan,0,0
Japan__303031283306050,314,141,Japan,4,2
Japan__303031283306080,318,142,Japan,4,4
Japan__303031283306170,316,142,Japan,4,2
Japan__303031283306220,255,117,Japan,3,2
Japan__303031283306300,317,143,Japan,4,0
Japan__303031283306420,272,123,Japan,4,4
Japan__303031283306540,309,139,Japan,4,4
Japan__303031283307010,90,45,Japan,0,3
Japan__303031283307080,127,62,Japan,1,4
Japan__303031283307110,316,143,Japan,4,2
Japan__303031283307130,40,24,Japan,0,2
Japan__303031283307160,321,145,Japan,4,1
Japan__303031283307210,333,150,Japan,4,3
Japan__303031283307240,341,154,Japan,4,4
Japan__303031283307270,148,71,Japan,1,3
Japan__303031283307380,171,80,Japan,2,3
Japan__303031283314010,182,78,Japan,2,0
Japan__303031283317010,344,154,Japan,4,3
Japan__303031283323030,340,153,Japan,4,0
Japan__303031283323040,350,157,Japan,4,2
Japan__303031283323050,133,64,Japan,1,4
Japan__303031283323060,333,150,Japan,4,2
Japan__303031283323070,348,156,Japan,4,1
Japan__303031283323100,141,68,Japan,1,0
Japan__303031283323110,106,53,Japan,1,4
Japan__303031283323120,60,33,Japan,0,1
Japan__303031283323140,82,43,Japan,0,4
Japan__303041283308040,269,123,Japan,4,3
Japan__303041283308050,280,128,Japan,4,3
Japan__303041283308060,49,28,Japan,0,3
Japan__303041283308080,240,110,Japan,3,0
Japan__303041283308110,267,122,Japan,4,2
Japan__303041283308140,286,130,Japan,4,4
Japan__303041283308160,260,119,Japan,3,4
Japan__303041283308170,99,50,Japan,0,0
Japan__303041283308210,294,133,Japan,4,1
Japan__303041283308220,107,53,Japan,1,3
Japan__303041283308240,290,132,Japan,4,3
Japan__303051283310050,320,144,Japan,4,4
Japan__303051283310060,256,115,Japan,3,3
Japan__303051283310070,332,149,Japan,4,0
Japan__303051283310080,241,111,Japan,3,4
Japan__303051283310100,276,124,Japan,4,0
Japan__303051283310110,260,118,Japan,3,3
Japan__303061283310070,326,147,Japan,4,1
Japan__303061283310090,267,119,Japan,4,0
Japan__303061283310120,316,142,Japan,4,0
Japan__303071283310030,298,135,Japan,4,3
Japan__303071283319020,128,62,Japan,1,2
Japan__303081283324010,272,121,Japan,4,2
Japan__304011284406010,163,76,Japan,2,2
Japan__304011284406020,166,79,Japan,2,1
Japan__304011284406030,130,63,Japan,1,4
Japan__304011284406070,163,77,Japan,2,3
Japan__304021284402010,158,75,Japan,1,2
Japan__304021284402030,132,64,Japan,1,3
Japan__304021284402080,137,66,Japan,1,0
Japan__304021284415010,140,67,Japan,1,1
Japan__304031284401020,165,78,Japan,2,0
Japan__304031284401040,160,76,Japan,1,3
Japan__304031284401060,166,79,Japan,2,1
Japan__304031284401080,166,79,Japan,2,0
Japan__304031284401090,166,79,Japan,2,4
Japan__304031284401170,166,79,Japan,2,0
Japan__304031284401180,155,74,Japan,1,0
Japan__304031284401200,53,30,Japan,0,3
Japan__304031284403070,351,157,Japan,4,0
Japan__304031284403080,348,156,Japan,4,3
Japan__304031284403090,302,135,Japan,4,1
Japan__304031284403100,337,151,Japan,4,2
Japan__304031284403110,351,157,Japan,4,2
Japan__304031284403130,337,152,Japan,4,1
Japan__304031284403140,326,146,Japan,4,4
Japan__304031284403150,337,151,Japan,4,0
Japan__304031284416010,65,35,Japan,0,4
Japan__304031284416030,166,79,Japan,2,2
Japan__304031284416080,166,79,Japan,2,3
Japan__304031284416100,166,79,Japan,2,0
Japan__304031284416130,49,28,Japan,0,2
Japan__304031284416160,27,19,Japan,0,0
Japan__304031284416180,166,79,Japan,2,4
Japan__304031284416190,163,77,Japan,2,0
Japan__304031284416210,120,59,Japan,1,2
Japan__304041284407010,164,74,Japan,2,4
Japan__304041284407020,199,93,Japan,2,0
Japan__304041284407060,143,69,Japan,1,1
Japan__304041284407070,145,69,Japan,1,0
Japan__304041284407080,150,72,Japan,1,4
Japan__304051284407020,157,75,Japan,1,2
Japan__304071284408010,166,79,Japan,2,0
Japan__304081284408010,166,79,Japan,2,3
Japan__304081284408040,160,76,Japan,1,2
Japan__304081284408060,157,75,Japan,1,4
Japan__304081284408090,152,73,Japan,1,1
Japan__304091284408020,65,35,Japan,0,1
Japan__304091284408040,166,79,Japan,2,1
Japan__304101284408030,157,75,Japan,1,0
Japan__304101284408040,157,75,Japan,1,3
Japan__304101284408060,166,79,Japan,2,3
Japan__304101284408070,62,34,Japan,0,4
Japan__304101284408080,166,78,Japan,2,2
Japan__304101284408090,65,35,Japan,0,0
Japan__304111284412070,166,79,Japan,2,1
Japan__304121284412010,166,79,Japan,2,4
Japan__304121284412020,165,78,Japan,2,4
Japan__305011285508010,280,127,Japan,4,4
Japan__305011285508060,273,124,Japan,4,1
Japan__305011285508110,218,101,Japan,3,4
Japan__305011285508120,254,116,Japan,3,3
Japan__305011285508170,263,120,Japan,3,1
Japan__305021285507020,114,54,Japan,1,2
Japan__305021285507030,87,43,Japan,0,1
Japan__305021285507070,136,66,Japan,1,0
Japan__305031285507010,101,49,Japan,1,0
Japan__305031285507050,60,32,Japan,0,3
Japan__305041285510020,174,82,Japan,2,3
Japan__305041285510070,173,82,Japan,2,2
Japan__305051285510020,172,81,Japan,2,2
Japan__305051285510070,174,82,Japan,2,0
Japan__305051285516010,171,81,Japan,2,4
Japan__305051285516030,167,79,Japan,2,2
Japan__305051285516060,157,75,Japan,1,4
Japan__305051285516090,171,81,Japan,2,3
Japan__305061285512010,174,82,Japan,2,2
Japan__305061285512040,174,82,Japan,2,4
Japan__305061285512070,175,82,Japan,2,4
Japan__305061285512120,117,56,Japan,1,3
Japan__305061285512130,175,82,Japan,2,4
Japan__305071285512010,174,82,Japan,2,2
Japan__305071285512020,173,82,Japan,2,2
Japan__305071285512040,172,81,Japan,2,4
Japan__305071285512050,174,82,Japan,2,0
Japan__305071285512080,173,82,Japan,2,3
Japan__305071285512090,82,42,Japan,0,2
Japan__305071285520060,114,54,Japan,1,3
Japan__305091285506040,97,49,Japan,0,3
Japan__305101285514010,161,76,Japan,2,3
Japan__305101285514030,162,77,Japan,2,3
Japan__305101285514050,150,72,Japan,1,0
Japan__305101285514060,164,78,Japan,2,4
Japan__305111285514010,166,79,Japan,2,3
Japan__305111285514060,141,68,Japan,1,4
Japan__305111285514090,165,78,Japan,2,3
Japan__305121285514010,166,79,Japan,2,2
Japan__305121285521030,122,60,Japan,1,2
Japan__305131285514010,159,76,Japan,1,1
Japan__306021286614020,285,129,Japan,4,1
Japan__306021286614040,265,121,Japan,4,3
Japan__306021286614070,288,131,Japan,4,3
Japan__306021286614100,226,98,Japan,3,4
Japan__306021286614200,260,119,Japan,3,2
Japan__306021286614210,69,37,Japan,0,1
Japan__306031286607010,358,161,Japan,4,0
Japan__306031286607030,359,161,Japan,4,3
Japan__306031286607040,241,111,Japan,3,2
Japan__306031286607070,197,91,Japan,2,1
Japan__306031286607090,242,110,Japan,3,0
Japan__306031286607100,201,92,Japan,2,2
Japan__306031286607130,349,157,Japan,4,3
Japan__306041286603120,124,61,Japan,1,4
Japan__306041286603180,71,38,Japan,0,3
Japan__306041286603210,94,48,Japan,0,3
Japan__306041286606010,149,71,Japan,1,0
Japan__306041286606040,156,74,Japan,1,2
Japan__306041286606060,146,70,Japan,1,3
Japan__306041286606080,330,148,Japan,4,1
Japan__306041286606090,167,79,Japan,2,2
Japan__306041286606190,156,74,Japan,1,0
Japan__306041286606310,149,71,Japan,1,1
Japan__306041286606320,149,71,Japan,1,3
Japan__306041286606340,137,66,Japan,1,0
Japan__306041286606370,139,67,Japan,1,1
Japan__306041286606440,126,58,Japan,1,1
Japan__306041286608010,350,157,Japan,4,0
Japan__306041286608020,359,161,Japan,4,4
Japan__306041286608060,332,149,Japan,4,2
Japan__306041286608070,330,149,Japan,4,0
Japan__306041286617010,352,158,Japan,4,3
Japan__306041286617040,27,18,Japan,0,3
Japan__306041286617090,299,135,Japan,4,4
Japan__306041286617110,256,117,Japan,3,3
Japan__306041286617140,357,160,Japan,4,1
Japan__306051286611020,221,102,Japan,3,4
Japan__306051286611030,240,110,Japan,3,4
Japan__306051286611050,239,110,Japan,3,0
Japan__306051286611080,121,59,Japan,1,3
Japan__306051286611090,142,68,Japan,1,4
Japan__306051286611100,203,88,Japan,2,1
Japan__306051286611110,208,93,Japan,2,2
Japan__306061286611020,196,91,Japan,2,2
Japan__306061286611030,194,90,Japan,2,4
Japan__306061286611040,220,102,Japan,3,3
Japan__306061286611050,222,102,Japan,3,1
Japan__306061286611070,197,85,Japan,2,3
Japan__306061286611090,67,29,Japan,0,0
Japan__306061286611120,104,52,Japan,1,2
Japan__306061286611130,77,41,Japan,0,3
Japan__306071286601080,214,99,Japan,3,0
Japan__306071286601130,256,117,Japan,3,2
Japan__306071286601160,254,116,Japan,3,2
Japan__306071286619060,115,57,Japan,1,1
Japan__306071286619110,331,149,Japan,4,4
Japan__306081286601010,221,102,Japan,3,1
Japan__306081286601030,258,118,Japan,3,1
Japan__306091286605010,354,159,Japan,4,1
Japan__306091286605020,299,135,Japan,4,1
Japan__306091286605030,349,156,Japan,4,4
Japan__306091286605040,193,89,Japan,2,2
Japan__306091286605050,141,67,Japan,1,4
Japan__306091286605110,115,56,Japan,1,2
Japan__306091286605200,58,32,Japan,0,2
Japan__306101286610010,95,48,Japan,0,2
Japan__306101286610020,300,135,Japan,4,3
Japan__306101286610050,327,147,Japan,4,0
Japan__306101286610120,58,32,Japan,0,1
Japan__306101286610130,191,89,Japan,2,1
Japan__306101286610160,324,146,Japan,4,1
Japan__306101286610180,305,138,Japan,4,1
Japan__307011287701010,158,75,Japan,1,3
Japan__307011287701020,167,79,Japan,2,2
Japan__307011287701040,174,82,Japan,2,3
Japan__307011287701050,174,82,Japan,2,1
Japan__307011287701080,75,39,Japan,0,0
Japan__307011287701090,171,81,Japan,2,4
Japan__307011287701110,155,74,Japan,1,4
Japan__307021287702010,151,72,Japan,1,4
Japan__307021287702020,174,82,Japan,2,0
Japan__307021287702060,171,81,Japan,2,4
Japan__307021287702110,172,81,Japan,2,0
Japan__307021287702120,146,70,Japan,1,2
Japan__307021287702130,175,82,Japan,2,2
Japan__307031287703010,174,82,Japan,2,4
Japan__307031287703020,174,82,Japan,2,3
Japan__307031287703030,174,82,Japan,2,0
Japan__307031287703080,174,82,Japan,2,2
Japan__307031287703150,174,82,Japan,2,4
Japan__307031287703160,174,82,Japan,2,3
Japan__307051287707010,176,82,Japan,2,3
Japan__307051287707030,174,82,Japan,2,2
Japan__307051287707040,139,67,Japan,1,4
Japan__307051287707060,164,73,Japan,2,0
Japan__307051287711020,174,82,Japan,2,4
Japan__307051287711040,144,62,Japan,1,0
Japan__307051287711070,174,82,Japan,2,2
Japan__307051287711100,174,82,Japan,2,4
Japan__307051287711120,174,82,Japan,2,1
Japan__307051287711130,174,82,Japan,2,3
Japan__307051287711160,174,82,Japan,2,1
Japan__307051287711170,174,82,Japan,2,4
Japan__307051287716010,99,50,Japan,0,2
Japan__307061287707010,169,80,Japan,2,0
Japan__307061287707020,174,82,Japan,2,3
Japan__307061287707030,175,82,Japan,2,0
Japan__307061287707040,174,82,Japan,2,0
Japan__307061287707060,177,81,Japan,2,2
Japan__307071287715010,161,77,Japan,2,2
Japan__307071287715020,173,82,Japan,2,4
Japan__307071287715040,168,79,Japan,2,2
Japan__307071287715090,174,82,Japan,2,1
Japan__307081287717010,157,75,Japan,1,0
Japan__307091287712010,166,78,Japan,2,0
